applicant_id,employment_id,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number
Ap806544,Em806544,Salaried,"Guerra, Woods and Collins Corp.",6.9,20809.0,72289998.0
Ap424060,Em424060,Salaried,Chang-Robertson Corp.,18.5,12237.0,25291399.0
Ap698260,Em698260,Salaried,Andrews-Mccarthy Corp.,17.9,18385.0,106690343.0
Ap293259,Em293259,Self-Employed,Marks-Salazar LLC,18.2,21131.0,56177767.0
Ap375128,Em375128,Salaried,Thompson PLC Corp.,20.6,3679.0,62235224.0
Ap919471,Em919471,Salaried,Austin-Jimenez Corp.,4.4,22394.0,42695826.0
Ap709719,Em709719,Salaried,"West, Yates and Reed Corp.",2.7,27339.0,14922886.0
Ap970123,Em970123,Salaried,"Baker, Parks and Edwards Corp.",4.8,14423.0,111388857.0
Ap945038,Em945038,Salaried,"Wilson, Rogers and Maddox Corp.",10.5,7187.0,29549704.0
Ap503832,Em503832,Salaried,Knight-Burke Corp.,23.6,10454.0,36778490.0
Ap989097,Em989097,Salaried,Hardy LLC Corp.,29.3,26639.0,39135409.0
Ap729661,Em729661,Self-Employed,Martinez Ltd LLC,2.8,23187.0,31306003.0
Ap281144,Em281144,Salaried,Moore Inc Corp.,14.6,3706.0,29950487.0
Ap911006,Em911006,Salaried,Huerta-Salinas Corp.,13.2,16356.0,33844673.0
Ap350195,Em350195,Salaried,"Barber, Rios and Pace Corp.",19.5,2692.0,85705223.0
Ap243748,Em243748,Salaried,Carter and Sons Corp.,26.8,29437.0,45516795.0
Ap504032,Em504032,Salaried,"Ramirez, Love and Rojas Corp.",2.5,3116.0,122015436.0
Ap132733,Em132733,Hourly,Logan Group Corp.,17.4,3815.0,11289933.0
Ap841040,Em841040,Salaried,Wise Inc Corp.,19.8,8109.0,108520699.0
Ap626338,Em626338,Self-Employed,Evans-Lopez LLC,12.8,13553.0,31842774.0
Ap209996,Em209996,Salaried,"Carney, Combs and Saunders Corp.",27.4,13077.0,33286370.0
Ap658221,Em658221,Salaried,Miller Ltd Corp.,10.5,28800.0,21597356.0
Ap649239,Em649239,Salaried,Jackson-Jones Corp.,4.3,25297.0,97877055.0
Ap656701,Em656701,Salaried,"Fisher, Green and Gray Corp.",11.1,20885.0,126031186.0
Ap265873,Em265873,Salaried,"Horton, Lewis and Colon Corp.",7.0,5371.0,122020049.0
Ap810979,Em810979,Salaried,Kelley-Clark Corp.,6.5,16389.0,15240651.0
Ap999005,Em999005,Salaried,Jackson Ltd Corp.,18.0,15756.0,108039889.0
Ap533816,Em533816,Salaried,Garner-Todd Corp.,22.8,17016.0,110203522.0
Ap813135,Em813135,Salaried,Sanders-Rush Corp.,11.7,16009.0,71807148.0
Ap321888,Em321888,Salaried,Pratt-Harris Corp.,10.7,16341.0,31594970.0
Ap885332,Em885332,Self-Employed,"Palmer, Brown and Thompson LLC",9.1,6577.0,117706530.0
Ap845453,Em845453,Hourly,Tyler PLC Corp.,13.1,22922.0,49639610.0
Ap867950,Em867950,Self-Employed,Blair PLC LLC,9.6,3628.0,23033889.0
Ap266472,Em266472,Salaried,Wilson LLC Corp.,23.4,29451.0,21583137.0
Ap497710,Em497710,Salaried,Villegas PLC Corp.,14.9,20699.0,117479281.0
Ap311760,Em311760,Salaried,Perez-Boyer Corp.,21.7,21315.0,51437761.0
Ap222744,Em222744,Hourly,"Donovan, Garza and Carter Corp.",20.4,22626.0,114967165.0
Ap975863,Em975863,Salaried,Matthews-Thomas Corp.,20.8,2697.0,47334399.0
Ap830051,Em830051,Salaried,Moreno-Owen Corp.,10.4,7251.0,114544067.0
Ap601946,Em601946,Salaried,"Clarke, Choi and Huff Corp.",21.5,28595.0,116262897.0
Ap143001,Em143001,Salaried,"Gregory, Jacobs and Villegas Corp.",24.1,9639.0,119820391.0
Ap691652,Em691652,Salaried,Garner and Sons Corp.,7.7,11108.0,77154523.0
Ap931460,Em931460,Salaried,Nguyen Group Corp.,28.1,10186.0,117083981.0
Ap338506,Em338506,Salaried,Moore Ltd Corp.,2.5,8144.0,14740709.0
Ap853019,Em853019,Salaried,"Castro, Clark and Lozano Corp.",14.4,29747.0,70044025.0
Ap530789,Em530789,Salaried,Santana Group Corp.,24.9,20788.0,120687125.0
Ap756166,Em756166,Salaried,"Larsen, Howard and Farmer Corp.",18.6,11080.0,64516514.0
Ap811998,Em811998,Salaried,Crawford PLC Corp.,8.2,3383.0,19668080.0
Ap752589,Em752589,Self-Employed,Martin-Jackson LLC,2.5,12430.0,40802640.0
Ap599722,Em599722,Self-Employed,Torres Ltd LLC,12.2,22024.0,43036785.0
Ap785117,Em785117,Salaried,"Peterson, Bush and Reed Corp.",8.4,9244.0,86743161.0
Ap658924,Em658924,Salaried,"Boyd, Hutchinson and Burch Corp.",26.0,27994.0,26611703.0
Ap835457,Em835457,Self-Employed,Sullivan-Johnson LLC,6.4,14078.0,28568171.0
Ap279352,Em279352,Salaried,Holmes-Pierce Corp.,22.1,15048.0,41493621.0
Ap910694,Em910694,Salaried,"Lambert, Johnson and Woods Corp.",17.4,28258.0,61319743.0
Ap966867,Em966867,Salaried,Aguilar PLC Corp.,10.3,16776.0,36120297.0
Ap293283,Em293283,Self-Employed,Mcclain Inc LLC,4.1,10532.0,41862249.0
Ap550195,Em550195,Salaried,"Simpson, Chandler and Lewis Corp.",12.5,16077.0,59910439.0
Ap869884,Em869884,Self-Employed,Farrell-James LLC,16.4,23385.0,58538498.0
Ap531413,Em531413,Salaried,Davis-Lam Corp.,17.7,26204.0,11162089.0
Ap403988,Em403988,Salaried,"Brooks, Hatfield and Valentine Corp.",28.2,27825.0,104543395.0
Ap426898,Em426898,Salaried,Morrison Ltd Corp.,16.4,6352.0,115762424.0
Ap963561,Em963561,Salaried,Dougherty-Huang Corp.,6.0,11990.0,122951833.0
Ap402186,Em402186,Salaried,Hart Inc Corp.,19.5,27842.0,125525211.0
Ap161665,Em161665,Hourly,Ruiz Inc Corp.,5.7,19440.0,80551388.0
Ap346584,Em346584,Salaried,Hall-Smith Corp.,12.3,29206.0,86757937.0
Ap216953,Em216953,Salaried,Bradley-Duncan Corp.,17.2,21182.0,128200863.0
Ap576072,Em576072,Salaried,Gross-Kim Corp.,22.3,18077.0,31764043.0
Ap782736,Em782736,Self-Employed,"Porter, Richardson and Hill LLC",4.9,21116.0,44135805.0
Ap286626,Em286626,Salaried,Lawson-Harris Corp.,2.5,24003.0,26229276.0
Ap245271,Em245271,Salaried,"Key, Jones and Mckinney Corp.",13.4,9674.0,126616501.0
Ap218533,Em218533,Salaried,"Barnes, Rodriguez and Rose Corp.",23.0,14014.0,63483732.0
Ap698069,Em698069,Salaried,"Phillips, Berg and Chang Corp.",25.6,11004.0,98113624.0
Ap565966,Em565966,Salaried,"Rodriguez, Gonzalez and Hardin Corp.",13.9,18800.0,104000540.0
Ap166262,Em166262,Self-Employed,Camacho PLC LLC,4.9,5518.0,84035635.0
Ap933032,Em933032,Self-Employed,Young-Gomez LLC,12.8,5268.0,106132021.0
Ap176898,Em176898,Salaried,Lopez PLC Corp.,29.0,12596.0,48816191.0
Ap555699,Em555699,Salaried,Nielsen-Wells Corp.,21.7,26208.0,79210627.0
Ap249369,Em249369,Self-Employed,"Cochran, Trujillo and Torres LLC",10.5,7545.0,31630973.0
Ap654736,Em654736,Salaried,Wagner-Douglas Corp.,25.9,25439.0,19463337.0
Ap388316,Em388316,Self-Employed,Alvarez Inc LLC,2.6,24584.0,115520886.0
Ap107657,Em107657,Salaried,"Perez, Hernandez and Lawrence Corp.",16.3,26137.0,87787883.0
Ap577602,Em577602,Salaried,Weber-Smith Corp.,9.5,5386.0,101893323.0
Ap880977,Em880977,Self-Employed,Smith Ltd LLC,15.8,9404.0,11952341.0
Ap474999,Em474999,Salaried,Sanchez Inc Corp.,16.0,13487.0,85926345.0
Ap784191,Em784191,Salaried,Meyers and Sons Corp.,21.7,22070.0,100817180.0
Ap107906,Em107906,Salaried,King-Ramos Corp.,28.2,11278.0,68447359.0
Ap423557,Em423557,Salaried,"Garcia, Matthews and Clark Corp.",25.1,3665.0,19257873.0
Ap678316,Em678316,Self-Employed,Ford-Campbell LLC,17.1,7634.0,42336761.0
Ap893719,Em893719,Salaried,Cooper-Jackson Corp.,23.2,25836.0,36422681.0
Ap395804,Em395804,Hourly,Parker Inc Corp.,10.2,2390.0,58748259.0
Ap568974,Em568974,Hourly,"Bartlett, Jennings and Black Corp.",6.1,13007.0,100623332.0
Ap946936,Em946936,Salaried,"Wells, Myers and Stanley Corp.",5.0,3442.0,30415568.0
Ap815080,Em815080,Hourly,Johnson-Hicks Corp.,21.6,4157.0,41361300.0
Ap727267,Em727267,Self-Employed,Powell-Young LLC,19.7,10303.0,117274677.0
Ap134701,Em134701,Self-Employed,Flores-Palmer LLC,8.8,22036.0,123094252.0
Ap183300,Em183300,Hourly,"Gutierrez, Jackson and Coleman Corp.",8.2,11451.0,51563952.0
Ap865537,Em865537,Salaried,"Pope, Jones and Russell Corp.",18.4,18534.0,79415150.0
Ap773034,Em773034,Hourly,Russell Ltd Corp.,18.9,27804.0,122325401.0
Ap183560,Em183560,Salaried,"Smith, Garza and Wallace Corp.",13.0,8943.0,41742657.0
Ap342615,Em342615,Self-Employed,Smith Inc LLC,10.0,18500.0,27019906.0
Ap143642,Em143642,Salaried,Schwartz-Price Corp.,4.4,17421.0,79229142.0
Ap617083,Em617083,Salaried,Allen PLC Corp.,14.0,4544.0,54289039.0
Ap591036,Em591036,Self-Employed,Cook and Sons LLC,18.6,10834.0,83995129.0
Ap427304,Em427304,Self-Employed,Choi Ltd LLC,3.1,24403.0,76549867.0
Ap904034,Em904034,Salaried,"Lee, Patrick and Kline Corp.",0.7,19497.0,14713561.0
Ap465464,Em465464,Salaried,Wright-Atkins Corp.,12.7,18547.0,16487112.0
Ap713089,Em713089,Hourly,"Vance, Mendoza and Long Corp.",15.4,28724.0,29016279.0
