Application ID,Application Date,Loan Type,Loan Amount Requested (USD),Loan Purpose,Repayment Tenure (Months),Applicant SSN,Applicant Full Name,Applicant Date of Birth,Applicant Gender,Applicant Marital Status,Applicant Level of Education,Applicant Street Address,Applicant City,Applicant State,Applicant Zip Code,Applicant Phone Number,Applicant Email Address,Employment Type,Employer Name,Duration of Employment (Years),Monthly Income (USD),Bank Account Number,Next of Kin Full Name,Next of Kin Relationship,Next of Kin Phone Number
USLW-APP-20240519-224,,Small Business,463840.0,Startup Costs,49.0,259-74-8259,Jonathan Wang,1962-05-11,Male,,Doctorate,811 Jesse Lights Suite 610,West Ericaville,Hawaii,18050,425.911.7010,amberfuller@hotmail.com,Salaried,Edwards and Sons Corp.,12.8,18196.0,099268727,Ronald Pierce,Parent,679-597-0540x694
USLW-APP-20240614-365,2024-06-14,Personal,27183.0,Debt Consolidation,18.0,301-31-6484,Daniel Murray,1975-12-18,Other,Divorced,,439 Bradley Course,Hernandezside,,64741,096.509.4746x76580,leestephanie@hall-owens.biz,Self-Employed,Jackson Ltd LLC,17.2,8278.0,041523672,,Friend,001-406-128-4648x331
USLW-APP-20240427-744,2024-04-27,Mortgage,450896.0,Refinance,278.0,794-11-1152,John Olson,1970-12-21,Other,Widowed,Bachelor's Degree,1051 Hoffman Meadows Apt. 424,Lake Kelly,,89263,116-803-0833,shannonthompson@hotmail.com,Salaried,"Green, Newton and Lewis Corp.",3.6,,014645464,Dillon Hamilton,Parent,(476)348-3429x775
USLW-APP-20240402-429,2024-04-02,Personal,25749.0,Home Improvement,52.0,262-69-9696,James Clements,1993-12-25,Other,Married,Associate's Degree,75710 Joshua Canyon Apt. 048,Tiffanyburgh,Michigan,97633,+1-821-923-9485x6588,ldavies@hotmail.com,Self-Employed,,14.9,13270.0,044114596,Joshua Hays,Friend,+1-002-715-6605x85071
USLW-APP-20240830-193,2024-08-30,Personal,15668.0,Other,45.0,554-11-8894,Erik Williams,1951-06-11,Other,Single,Some College,7769 Boone Underpass Suite 029,South Tracey,,55260,001-786-707-1349x1331,brianhernandez@hotmail.com,Retired,,0.0,0.0,120332564,Renee Wall,Sibling,001-338-007-4384
USLW-APP-20240408-570,2024-04-08,Mortgage,732533.0,Home Purchase,264.0,542-77-5336,James Chen,,Male,Divorced,Doctorate,202 Julie Rapid,Jasonberg,Louisiana,27544,+1-537-722-4011x13616,ymartinez@murray-robinson.org,Self-Employed,,17.3,22620.0,026844266,Tara Turner,Spouse,(183)412-1195
USLW-APP-20250206-733,2025-02-06,Personal,,Other,52.0,,Jessica Perez,1974-11-30,,Separated,Some College,92340 Justin Row Apt. 195,Rodriguezburgh,Kansas,13006,001-018-994-7155x621,megan75@maldonado.com,Salaried,Weber and Sons Corp.,5.5,21664.0,066911913,Anthony Hall,Sibling,
USLW-APP-20240513-769,2024-05-13,Mortgage,955932.0,Home Purchase,234.0,325-71-4571,Christopher Morgan,1991-02-05,Other,Widowed,Some College,39290 Meyer Square Suite 719,Hoganstad,Nevada,44519,768.657.0045x400,buckleymichele@young-liu.org,Salaried,Graves-Riley Corp.,7.4,25092.0,054849437,Joseph Reyes,Parent,(389)436-8038x5765
USLW-APP-20241108-457,2024-11-08,Personal,38515.0,Debt Consolidation,13.0,018-63-6252,Michael Reed,1992-12-18,Female,Married,Associate's Degree,8882 James Mission Suite 897,Lake Robert,Hawaii,93643,(017)020-7650,jameshunter@hotmail.com,Hourly,Hogan-Barajas Corp.,24.8,27026.0,104417146,Mitchell Harris,Parent,851.800.2193x96549
USLW-APP-20241225-227,2024-12-25,Personal,22576.0,Education,24.0,507-88-3181,Jeffrey Baker,1988-05-15,Other,Separated,High School Diploma,769 Chambers Common Apt. 491,Benjaminville,Nebraska,29537,920-589-4447x831,jonesnancy@yahoo.com,Unemployed,,0.0,0.0,058753419,Ann Brown,Spouse,410-597-0814x057
USLW-APP-20241002-406,2024-10-02,Personal,40507.0,,14.0,071-25-7869,Emily Wallace,1973-02-14,Male,Separated,Associate's Degree,8769 Lisa Terrace Suite 693,New Kimberly,Florida,49245,536-179-6075x44918,qjohnson@gmail.com,Salaried,Jones-Fowler Corp.,16.5,23896.0,025377789,Alyssa Vega MD,Spouse,
USLW-APP-20241106-434,,Mortgage,976119.0,Refinance,245.0,640-79-5542,Elizabeth Booker,1989-05-21,Other,Separated,Doctorate,45670 Anderson Forest,North Roberto,Michigan,70605,(316)853-9175x62659,phamlaura@ramirez-hill.com,Salaried,Martinez and Sons Corp.,22.8,22277.0,126276747,Jennifer Anderson,Sibling,(299)995-7054
,2024-11-09,Small Business,41557.0,Equipment Purchase,44.0,623-20-6509,Eric Miller,1965-11-03,Other,Single,Bachelor's Degree,321 Melissa Pass Apt. 769,Emilyton,Wisconsin,31244,001-612-616-1309x080,marcus71@hickman.com,Salaried,Moody Ltd Corp.,6.8,23085.0,045229503,Lauren Montgomery,Sibling,+1-862-761-7536
USLW-APP-20241108-133,2024-11-08,,60689.0,Used Car Purchase,63.0,284-24-5165,Richard Mcgrath,1983-12-08,Male,Divorced,Associate's Degree,64417 Cochran Well,Payneborough,West Virginia,21222,+1-185-295-9434x47084,andrea63@cross.org,Salaried,"Lucas, Harvey and Medina Corp.",15.6,18322.0,125782148,Darius Carr,Friend,001-717-704-5290x438
USLW-APP-20240919-181,2024-09-19,Personal,39007.0,Debt Consolidation,21.0,578-25-1870,Melinda Armstrong,1963-08-29,Female,Married,High School Diploma,359 Taylor Junctions Suite 037,Kimberlyfort,,47589,918-907-1020,ramirezmary@ryan-nelson.biz,Salaried,Wilson-Miller Corp.,5.3,6008.0,039647146,Kendra Johnson,Friend,+1-609-621-6912x5144
USLW-APP-20241123-216,2024-11-23,Personal,18984.0,Home Improvement,48.0,,Amanda Palmer,1972-04-16,Other,Married,Bachelor's Degree,0024 Lori Shoal,Lopezberg,Texas,12767,+1-969-917-2290x330,jacqueline24@yahoo.com,Salaried,Schmitt LLC Corp.,13.2,23606.0,015022549,Jane Rogers,Parent,1392870841
USLW-APP-20241001-305,2024-10-01,Personal,39824.0,Vacation,44.0,002-69-6176,Desiree Moore,1972-06-07,Male,Single,Associate's Degree,10537 Tapia Crossroad,Eugeneside,Arkansas,39406,558-566-7407x793,thomasmelissa@carter-fernandez.biz,Self-Employed,Bauer-Barnes LLC,12.2,14951.0,040097837,David Daniel,Sibling,0222370383
USLW-APP-20240430-797,2024-04-30,Personal,38715.0,Home Improvement,38.0,280-88-4045,Jeffrey Mitchell,1957-06-27,Female,Widowed,High School Diploma,60267 Garcia Walk,Madisonfort,Rhode Island,72256,(828)420-1292x062,victoriabarnes@allen-gardner.net,Salaried,Harris PLC Corp.,11.5,20403.0,116685940,Tammy Jones,Friend,001-927-320-6810
USLW-APP-20240619-493,2024-06-19,Auto,39875.0,New Car Purchase,36.0,114-91-9792,Frank White,1986-02-19,Female,Single,Bachelor's Degree,4712 Eddie Courts Apt. 044,Jonathanfurt,West Virginia,27377,001-297-141-9924x7527,john48@potter.biz,Salaried,Smith Group Corp.,10.8,9107.0,068579890,Sara Gibson,Sibling,992.986.2878
USLW-APP-20250108-846,2025-01-08,Personal,23505.0,Medical Expenses,52.0,285-21-3823,Marcia Singh,1998-11-13,Other,Married,Bachelor's Degree,570 Patrick Centers Suite 539,Angelaberg,Texas,77526,974.865.2873x7749,lisa62@gmail.com,Self-Employed,Oconnor Group LLC,3.8,19605.0,035716330,Charles Stone,Parent,+1-557-769-8580x942
USLW-APP-20250329-935,2025-03-29,Personal,,Vacation,16.0,141-34-2027,Rita Lee,1958-05-16,Female,,Associate's Degree,3403 Pamela Mill,Tiffanystad,Nebraska,51293,(379)930-1545x91171,courtney38@yahoo.com,Salaried,Smith Group Corp.,18.1,8996.0,031929448,Scott Arnold,Spouse,+1-417-461-3282x44556
USLW-APP-20240710-955,2024-07-10,Auto,36418.0,Refinance,57.0,657-79-5453,Timothy Carrillo,1971-05-31,,Married,Associate's Degree,8889 Tara Dale Suite 704,South Julie,Wisconsin,89242,+1-984-233-5670x7943,michael37@gmail.com,Hourly,"Neal, Rios and Jones Corp.",18.8,29626.0,032924183,James Evans,Sibling,001-871-362-0214
USLW-APP-20240421-878,2024-04-21,Small Business,369037.0,Equipment Purchase,37.0,614-97-2615,Kyle Flores,1995-10-16,Female,Married,High School Diploma,224 Edwards Keys,Gutierrezshire,South Dakota,90991,828-477-7735x809,chrisbeck@joyce-burns.com,Salaried,"Mckinney, Sutton and Hebert Corp.",16.5,23585.0,,Brett Miller,Spouse,113-374-2950
USLW-APP-20240902-317,2024-09-02,Personal,14796.0,Education,12.0,474-88-5208,Kimberly Cummings,1969-12-18,Female,Divorced,Some College,00136 Kara Shoal Suite 915,South John,Iowa,97363,575.805.2448,swalls@yahoo.com,Self-Employed,"Hays, Parks and Williams LLC",7.1,10437.0,123542144,Anthony Meza Jr.,Spouse,001-436-441-5287x0977
USLW-APP-20241213-900,2024-12-13,Mortgage,478346.0,Refinance,288.0,025-10-4534,Eric Montoya,1952-02-16,Female,Single,Some College,996 Franklin Points Suite 019,Tylerfort,,02740,349.555.9964,hodgeskellie@yahoo.com,Salaried,"Norton, Andrews and Wilcox Corp.",19.5,29880.0,022320917,Richard Parrish,Friend,+1-750-103-3441x82143
USLW-APP-20241128-659,2024-11-28,Personal,8349.0,Debt Consolidation,21.0,,Richard Cook,2001-03-15,Other,Married,High School Diploma,55510 Jackson Roads,Brandonmouth,Iowa,28524,001-094-873-0334x980,walkertaylor@li.com,Self-Employed,Ford-Pratt LLC,12.7,12104.0,024097581,William Weber,Spouse,001-683-764-2622x39036
USLW-APP-20241225-413,2024-12-25,Small Business,125972.0,Working Capital,83.0,561-16-9847,Blake Phillips,1963-07-15,Male,Divorced,Bachelor's Degree,516 Alan Lane Apt. 013,Christopherton,Wisconsin,38700,035-141-2683x1961,robert42@morrison.com,Salaried,Johnson-West Corp.,6.6,13425.0,069649923,Travis Bridges,Parent,001-963-377-9255x33469
USLW-APP-20250101-917,2025-01-01,Personal,4752.0,Home Improvement,47.0,140-63-6922,Paul Mann,1991-09-13,Female,Widowed,Doctorate,1321 Carrie Extension Suite 335,Parksshire,Washington,30306,(754)421-8009,luis84@yahoo.com,Salaried,Smith-Haynes Corp.,17.2,10515.0,109923240,Matthew Baker,Spouse,001-416-523-1767x3075
USLW-APP-20240605-358,2024-06-05,Small Business,108987.0,Equipment Purchase,59.0,121-64-4156,Judy Myers,1973-02-26,Female,Separated,Associate's Degree,6153 Chan Station Suite 891,South Robinport,Texas,77091,001-864-374-9937x13286,fosterwesley@hotmail.com,Self-Employed,"Moore, Fowler and Acevedo LLC",13.6,23004.0,123685344,April Hooper,Sibling,(763)604-7023
USLW-APP-20240717-830,2024-07-17,Personal,33992.0,Education,53.0,458-76-7967,Wendy Baker,1964-07-23,Female,Single,Bachelor's Degree,24481 Washington Gardens Suite 288,Morrowburgh,Alabama,69255,,steven42@silva.com,Self-Employed,Wiley-Smith LLC,8.2,15986.0,077720737,Joseph Turner,Spouse,701-404-3302x395
USLW-APP-20250306-868,2025-03-06,Small Business,139939.0,Equipment Purchase,68.0,178-08-4763,Brandon Chen,1950-03-11,Female,Widowed,Some College,014 Jonathan Loaf Apt. 335,Fergusonview,Virginia,59000,(510)506-1063x5685,dianejohnson@gmail.com,Salaried,Lin-Miller Corp.,21.8,2186.0,062583138,Stephanie Johnson,Sibling,(769)062-7649x700
USLW-APP-20240415-302,2024-04-15,Personal,48632.0,Home Improvement,44.0,354-40-0718,Melanie Rush,1955-12-16,Female,Separated,Doctorate,380 Lane Overpass Apt. 155,,West Virginia,08032,3544296569,jmcguire@hooper.com,,Palmer-Smith Corp.,18.1,25622.0,010144244,Stephen Hancock,Spouse,224.212.2826x729
USLW-APP-20250222-133,2025-02-22,Personal,1913.0,Debt Consolidation,60.0,365-49-8428,JOSEPH KIM,1979-05-11,Other,Separated,Doctorate,993 Aaron Plaza,Brettfort,Michigan,90685,429-821-9113x2853,cdixon@brooks-white.com,Self-Employed,"Mcgrath, Gill and Ortiz LLC",5.2,21125.0,100040698,Glenn Reynolds,Spouse,816.790.5331x4488
USLW-APP-20241021-280,2024-10-21,Small Business,472684.0,Startup Costs,72.0,143-83-5520,,1951-12-02,Male,Single,Some College,477 Andrews Bridge,Osbornburgh,Arkansas,16564,091-094-4784x758,erinpham@hotmail.com,Self-Employed,,3.3,20648.0,101244590,Sean Reyes,Sibling,2553400717
USLW-APP-20240513-989,,Auto,47397.0,New Car Purchase,49.0,799-21-4746,Gary Turner,1997-04-21,Female,Married,Doctorate,9162 Holt Curve,Burkeberg,Oklahoma,68608,533-325-5445x5030,matthewrose@alexander.com,Salaried,Velasquez-Parrish Corp.,5.5,28880.0,054172492,Lorraine Schneider,Spouse,+1-802-439-0177
USLW-APP-20240512-481,,Personal,27409.0,Debt Consolidation,22.0,749-15-9586,Lauren Johnson,1993-09-16,Female,Separated,,644 Jesse Garden,Deanmouth,Connecticut,01255,+1-086-149-2660x2236,rsnyder@mcdonald.com,Self-Employed,Salazar Group LLC,5.9,3097.0,058089837,Kevin Olson,Sibling,(072)038-5356
USLW-APP-20240814-454,2024-08-14,Mortgage,670468.0,Home Purchase,215.0,084-14-5297,Holly Richard,1997-02-25,Male,Single,Associate's Degree,70382 Meyer Stream Apt. 960,Mooremouth,West Virginia,,926.001.7573x4154,owenjoshua@yahoo.com,Unemployed,,0.0,0.0,010048159,Mrs. Virginia Tucker,Friend,556.305.6165x72454
USLW-APP-20241216-610,2024-12-16,Small Business,107582.0,Equipment Purchase,80.0,620-14-4405,Tiffany Sloan,1996-05-10,Male,Divorced,Some College,40160 Kevin Lodge,,Wisconsin,84666,(311)249-0212x22556,flong@jenkins.com,Salaried,"Hernandez, Johnson and Horn Corp.",29.6,11617.0,110610937,William Becker,Friend,+1-790-970-7981x0688
USLW-APP-20241112-169,2024-11-12,,453386.0,,54.0,065-02-9247,,1990-11-30,Male,Married,Associate's Degree,6118 Tasha Rapid,Lake Alexander,Alaska,92837,001-129-048-4935x97458,kimberly01@gmail.com,Salaried,Atkins-Williams Corp.,9.0,12717.0,068939443,Megan Buchanan,Sibling,(916)138-7044x673
USLW-APP-20250225-200,2025-02-25,Small Business,335615.0,Expansion,46.0,147-92-0503,Deborah Peterson,1967-12-04,Male,Separated,Associate's Degree,4289 Courtney Summit Apt. 448,West Linda,California,62195,,anthonyjones@gmail.com,Salaried,Thomas Inc Corp.,16.3,28214.0,080537108,Anthony Thompson,Friend,+1-465-741-6520x338
USLW-APP-20241227-507,2024-12-27,Personal,12714.0,Other,59.0,037-02-2901,Bradley Underwood,1984-06-04,Female,Widowed,Doctorate,5068 Lloyd Flat,Cummingsborough,Nevada,17860,(715)031-1045,robertsonmichael@yahoo.com,Salaried,Rodriguez-Hale Corp.,20.3,11489.0,019094324,Maurice Taylor,Parent,+1-455-533-0482
USLW-APP-20240430-976,2024-04-30,Small Business,137767.0,,47.0,427-71-1228,Patrick Medina,1972-01-01,Male,Divorced,Master's Degree,432 Graham Grove,West Amyberg,North Carolina,79674,(642)559-4925x535,cbrown@yahoo.com,Salaried,Bennett-Ryan Corp.,14.5,25077.0,117561937,Summer Cortez,Parent,(361)167-9141x9804
USLW-APP-20240505-136,2024-05-05,Mortgage,998524.0,Home Purchase,190.0,121-43-2189,David Fisher,1958-04-06,Female,Divorced,Some College,41452 Escobar Roads,Anthonybury,West Virginia,04210,001-062-131-9145x9508,bgonzalez@sawyer.com,Salaried,Burgess-Rodriguez Corp.,18.8,19445.0,065857463,Suzanne Lopez,Sibling,(805)990-1236x454
USLW-APP-20240510-865,2024-05-10,Personal,10888.0,Debt Consolidation,19.0,104-16-2412,Michael Lopez Jr.,1985-02-20,,Single,Master's Degree,6815 Kelley Union Suite 217,Ericport,Illinois,59198,853-404-5480,qmcconnell@yahoo.com,Salaried,Gill PLC Corp.,1.7,3227.0,122086740,,Parent,684-109-1407x21740
USLW-APP-20250110-940,2025-01-10,Personal,19095.0,Education,13.0,825-01-1218,Sarah Jones,1971-01-30,Female,Single,Some College,4662 Nicholas Underpass,Phillipshire,Oklahoma,64118,199.209.6351x720,denisepowers@miller.com,Hourly,Peterson-Jackson Corp.,6.0,12620.0,101238904,Karla Baker,Spouse,+1-128-595-1953x1756
USLW-APP-20240423-408,2024-04-23,Small Business,327380.0,Startup Costs,61.0,110-92-6380,Lisa Walker,1949-04-09,Male,Separated,High School Diploma,72772 Gordon Glen Apt. 466,Laurieport,Nebraska,99685,523.671.7304,zlewis@smith.org,Salaried,Costa-Powell Corp.,9.4,12940.0,100874754,Mitchell Adams,Parent,(485)239-3909x4304
USLW-APP-20250324-320,2025-03-24,Personal,47361.0,Vacation,19.0,186-04-1379,Bryan Klein,1982-10-06,Female,Widowed,Bachelor's Degree,70033 Ruben Ridges,North Katherinestad,Oklahoma,27856,(317)673-6592x850,hendrixfrank@medina-perez.com,Salaried,Erickson Group Corp.,18.1,21768.0,066778554,Maria Schmidt,Friend,955.507.3814x1020
USLW-APP-20250330-206,2025-03-30,Small Business,86867.0,Equipment Purchase,57.0,410-77-9830,Douglas Bush,1966-07-17,Other,Widowed,Doctorate,34772 Mary Burgs Suite 823,Davidhaven,West Virginia,84086,(453)961-0188,amy23@snyder.com,Salaried,"Black, James and Hart Corp.",2.6,27980.0,017788263,Seth Barnett,Spouse,183-927-3036
USLW-APP-20250207-563,2025-02-07,Personal,38973.0,Home Improvement,20.0,,Danielle Carroll,1983-10-07,Other,Divorced,Some College,,,Washington,59239,630.175.7713,monica74@gmail.com,Salaried,Rowland-Davis Corp.,2.3,5610.0,084522795,Michael Clark,Spouse,+1-629-498-0580x01253
USLW-APP-20250301-178,2025-03-01,Personal,28634.0,Medical Expenses,14.0,046-73-5353,Glenda Morgan,1988-05-29,Male,Separated,Some College,823 Doyle Mission,West Paul,Iowa,68222,(331)496-7318x411,joseph87@johnson.net,Salaried,Russell and Sons Corp.,13.6,28924.0,076975392,Marc Wall,Parent,(558)824-9767x50365
USLW-APP-20250124-810,2025-01-24,Small Business,251291.0,Inventory,84.0,228-38-5932,,1987-07-06,Other,Single,Doctorate,5213 Whitaker Ranch,North Jennifer,Iowa,54120,341.336.4063,april67@yahoo.com,Hourly,Marshall-Marks Corp.,24.8,7948.0,122092679,Savannah Chavez,Spouse,640.134.1366
USLW-APP-20250109-584,2025-01-09,Personal,,Other,59.0,731-53-8953,Jeffery Reed,1971-01-15,,Divorced,Doctorate,8734 Jason Field,Tapiaport,New Mexico,84809,355.078.0891,,Salaried,Davis Inc Corp.,18.7,8896.0,125277080,Teresa Moreno,Spouse,
USLW-APP-20240728-881,2024-07-28,Mortgage,506034.0,Home Purchase,236.0,185-89-6571,Danielle Baker,2002-05-11,Female,Separated,Master's Degree,12501 Walker Points Apt. 729,Michaelshire,Wisconsin,81077,,emilycharles@hotmail.com,Salaried,Johnson-Brown Corp.,14.1,28354.0,129878498,Adriana Bailey,Spouse,+1-787-279-5463x02404
USLW-APP-20250307-510,2025-03-07,Small Business,441211.0,Equipment Purchase,36.0,042-47-4426,John Reyes,1957-06-17,Other,Married,Associate's Degree,23188 Patterson Expressway,Port Danafurt,,14072,3569715554,aharmon@gmail.com,Salaried,Turner-Riley Corp.,18.5,6165.0,078467400,Timothy Murillo,Parent,315-758-2787
USLW-APP-20250111-519,2025-01-11,Mortgage,314248.0,Refinance,202.0,485-95-8577,John Moore,1967-09-10,Other,Separated,High School Diploma,412 Jon Freeway,New Jasonview,Alaska,53434,178.888.2294x64545,codycook@scott.biz,Self-Employed,"Williams, Zuniga and Allen LLC",13.7,16914.0,035341721,Jessica Carlson,Sibling,850.451.9102x32106
USLW-APP-20240805-629,2024-08-05,Small Business,312887.0,Startup Costs,37.0,289-83-9327,Jake Moore,1993-08-29,Male,Divorced,Associate's Degree,,West Spencer,Connecticut,67902,(052)667-3500,ifox@waters.info,Self-Employed,"Gonzales, Hart and Moreno LLC",19.9,15746.0,120503348,John Wade,Parent,001-351-245-4633x23932
USLW-APP-20241001-711,2024-10-01,,459675.0,Equipment Purchase,43.0,191-12-0296,Madison Trujillo,1957-07-22,Female,Divorced,Bachelor's Degree,75822 Elizabeth Curve Apt. 507,Christophermouth,South Dakota,60701,0015624541553,epayne@hotmail.com,Hourly,Wilson-Griffith Corp.,1.5,7830.0,102838536,Phillip Spencer,Parent,008-537-4697
USLW-APP-20240921-159,2024-09-21,Auto,66010.0,Refinance,27.0,024-57-0145,Kevin Golden,1974-02-07,Other,Single,Associate's Degree,1832 Ellis Avenue,Christensenview,Washington,69729,001-043-637-7672,elliottharry@johnson-oconnor.org,Self-Employed,Jones-Humphrey LLC,19.1,20455.0,059516215,Jeremy Kemp,Sibling,(606)709-1388x39776
USLW-APP-20240722-783,2024-07-22,Personal,2784.0,Vacation,49.0,551-03-9198,Anthony Hodges,1953-12-27,Other,Widowed,Some College,2240 Green Islands Suite 289,Hendersontown,Nevada,09440,001-149-104-2154x69395,sarah03@reid.com,Salaried,Sawyer and Sons Corp.,27.9,13408.0,051499217,Hannah Perez,Sibling,015.020.8181x9733
USLW-APP-20240930-707,2024-09-30,Small Business,421239.0,,63.0,342-04-5763,,1998-02-21,Other,Divorced,High School Diploma,2534 Kemp Square Suite 054,East Sharonburgh,North Carolina,41780,(102)723-4939x383,shaneball@ford.biz,Salaried,Pham-Smith Corp.,22.3,26604.0,028043654,Daniel Webb,Sibling,052.570.4351
USLW-APP-20250215-184,2025-02-15,Auto,44597.0,Used Car Purchase,51.0,089-01-3862,Ashley Garcia,1979-09-06,Other,Widowed,Some College,2991 Brian Spurs,Christopherstad,Ohio,01974,267-241-7713x584,laurenjones@gmail.com,Self-Employed,Phillips-Robles LLC,9.7,8322.0,117038635,Jacob Gonzalez,Friend,+1-088-494-1931x6935
USLW-APP-20241024-124,,Mortgage,273418.0,Home Purchase,346.0,262-88-8722,Laura Burke,1999-12-22,Other,Separated,High School Diploma,25042 Hughes Shore Apt. 252,East Leslie,New Mexico,09427,001-484-198-2776x240,joshuagarza@wade.com,Salaried,"Cox, Johnson and Jarvis Corp.",29.6,19099.0,039091349,Roberto Jenkins,Friend,896.528.9307x5894
USLW-APP-20240630-354,,Auto,27453.0,Used Car Purchase,43.0,527-82-9460,Jared Espinoza,1989-05-24,Other,Divorced,Bachelor's Degree,54067 Bryan Walks,Rebeccabury,West Virginia,52579,809.647.8622,pamelabaker@hotmail.com,Self-Employed,,8.6,13271.0,,Matthew Jones,Parent,+1-086-793-6386
USLW-APP-20240703-252,2024-07-03,Auto,61153.0,Used Car Purchase,40.0,608-89-8472,Ruben Smith,1971-02-19,Other,Separated,High School Diploma,36068 Joshua Park,Pamelamouth,Ohio,95204,(347)841-3062x4597,brittanygonzalez@yahoo.com,Salaried,Washington-Riggs Corp.,16.7,6719.0,070158500,Ashley Cook,Spouse,+1-877-753-2480x6409
USLW-APP-20240721-371,2024-07-21,Personal,25917.0,Medical Expenses,43.0,531-94-2624,Lance Preston,1974-04-29,Male,Single,Master's Degree,08879 Garza Summit Suite 868,East Sharonborough,Florida,09272,(951)0418829x102,christopherhuff@hotmail.com,Hourly,"Johnson, Harrison and Knight Corp.",14.4,10699.0,047185771,Lynn Brown,Sibling,912-367-7245x80238
USLW-APP-20240824-118,2024-08-24,Personal,43504.0,Education,,818-41-6809,Kelly Allen,1974-01-09,Female,Married,Bachelor's Degree,,Bairdfort,Nebraska,83736,+1-713-818-1381x41716,erinwallace@bradley.com,Self-Employed,Lewis and Sons LLC,17.1,18524.0,024377984,Donna Rodriguez,Spouse,831-256-8810x82720
USLW-APP-20240430-160,2024-04-30,Auto,11036.0,Used Car Purchase,67.0,155-53-3455,JESUS HUFF,1986-07-10,Female,Divorced,Associate's Degree,1119 Andersen Station Suite 306,Lake Antonio,Florida,02646,001-775-304-7345x522,charles89@maxwell-lucas.com,Salaried,"Williams, Jones and Nguyen Corp.",15.8,5355.0,062977168,Jason Williams,Friend,935-342-2999
