Applicant SSN,Credit Score,Number of Credit Accounts,Number of Derogatory Marks
854-24-4391,826,15,3
551-36-4573,756,14,0
682-13-4244,816,14,4
340-40-8344,463,14,4
218-50-7704,850,2,0
875-45-5049,598,15,3
139-43-4479,561,9,3
853-30-2614,550,4,1
136-69-3439,850,8,1
755-50-3389,651,12,2
047-84-4122,850,5,1
705-12-6272,808,8,1
713-15-2161,570,10,2
724-41-8498,675,1,0
159-47-7491,626,10,2
567-95-2532,777,11,0
761-39-6202,712,8,2
623-33-7833,807,4,1
729-83-0111,491,8,0
110-63-2588,830,5,1
477-99-4197,825,15,3
367-45-6040,592,5,1
336-90-0126,625,9,3
071-37-1442,660,8,2
341-03-7282,525,4,1
469-23-9275,605,2,0
035-86-1855,486,1,0
170-71-0356,682,4,1
051-59-2543,850,4,1
532-87-6369,627,8,0
079-81-6114,822,7,1
265-41-4305,596,12,3
758-20-7839,811,0,0
349-82-3256,447,0,0
801-05-5164,756,1,0
435-67-5255,850,3,0
662-46-0518,751,14,2
015-46-5487,702,10,1
745-50-3759,658,11,3
702-21-0842,721,9,3
148-52-9013,850,5,0
164-95-1974,850,10,3
351-13-4649,850,6,1
476-23-0663,850,15,3
585-58-9852,850,4,0
692-32-8918,508,14,4
422-36-0054,850,4,1
794-65-9213,540,10,3
809-94-3957,850,14,1
,790,13,4
056-29-0224,398,4,0
538-89-7408,824,15,5
128-53-9925,850,4,0
544-16-9390,698,15,5
542-78-7496,837,7,2
,483,13,1
020-93-1822,850,1,0
265-92-3544,679,0,0
815-22-4846,651,6,1
406-58-4588,590,4,0
420-68-3975,803,13,1
319-58-2155,622,11,0
406-42-0759,850,2,0
718-68-4132,444,5,0
375-37-2163,774,14,2
224-24-5064,508,6,1
452-47-8333,438,14,2
188-95-3206,850,15,2
237-10-5175,722,1,0
111-59-0634,590,14,4
427-47-7588,817,13,0
136-16-9060,627,13,0
003-77-4877,475,14,1
834-83-0601,792,9,0
363-50-5163,850,4,0
631-12-1742,758,4,1
053-11-6975,630,14,3
151-61-2128,604,8,0
471-24-8180,843,1,0
328-32-6374,659,7,1
645-54-3611,702,3,0
669-67-5979,850,12,4
068-76-3985,731,4,0
039-01-4586,358,10,3
828-90-7011,850,12,0
791-97-9929,717,10,0
891-82-7574,750,7,1
245-73-4475,728,2,0
163-45-9647,850,15,4
409-71-4413,781,6,0
104-53-4274,570,0,0
884-42-3011,850,8,0
862-85-0318,819,4,0
523-20-4208,777,7,1
002-17-0537,663,5,0
353-79-3586,535,13,1
,756,2,0
587-05-7700,698,7,2
658-88-9314,752,1,0
312-14-9512,850,5,1
179-24-0258,503,9,3
368-52-9624,850,2,0
722-64-2797,556,5,0
454-20-5215,850,12,3
576-16-6057,462,14,0
047-23-8192,802,14,0
590-41-4298,828,13,0
481-16-2551,636,14,3
513-97-4713,786,14,3
402-48-9194,820,6,0
190-78-3933,764,3,1
710-82-3675,623,2,0
448-02-9568,802,0,0
077-22-9335,596,14,2
240-38-0241,644,12,4
743-41-2138,850,2,0
723-43-7863,613,7,2
289-11-5308,505,11,0
884-34-3484,780,7,0
141-50-2944,305,11,2
776-91-6227,699,5,1
165-34-2392,838,8,1
836-11-8049,697,10,0
844-24-0757,619,6,0
452-66-2712,739,12,3
718-50-6524,761,15,0
841-62-5272,757,14,4
879-61-5781,850,2,0
304-84-3441,477,5,1
055-58-8633,850,7,0
135-20-0669,780,14,0
656-99-8616,850,10,2
602-85-2752,779,11,2
851-22-8382,850,13,2
584-11-5687,568,11,0
709-34-0857,631,10,0
832-26-4385,643,4,0
124-63-3784,609,8,2
267-09-8646,850,4,1
745-87-0026,730,15,4
351-71-4991,760,6,0
276-06-7216,678,3,1
501-03-9304,624,10,0
178-53-6162,434,5,0
465-08-6254,608,12,3
780-99-4630,756,5,0
608-74-1525,491,6,0
171-75-9641,712,4,0
238-04-7593,850,12,1
832-06-4267,850,10,3
152-21-2804,488,0,0
,681,0,0
593-85-8584,587,15,4
863-59-3358,598,0,0
,503,13,0
838-73-1161,702,11,2
420-31-6396,795,8,2
576-52-2833,739,13,1
050-43-7971,542,9,0
063-21-8533,563,1,0
,592,3,1
652-08-4776,850,9,0
811-49-1941,553,3,1
597-73-7421,630,13,2
715-13-0856,714,12,1
770-20-3908,850,8,0
841-26-3883,674,3,1
389-58-1913,586,8,0
834-27-4928,680,12,0
662-80-7448,694,14,0
804-27-0775,761,9,2
890-28-4483,640,10,1
574-82-2884,850,1,0
543-36-5467,837,3,1
154-01-0670,850,7,2
298-23-7133,563,5,1
028-05-0968,623,12,0
299-67-4475,774,2,0
633-41-1205,658,13,0
640-07-3888,461,12,0
680-23-7535,752,3,1
,703,11,0
846-59-0835,610,9,1
344-04-3013,392,8,0
886-44-1883,693,0,0
242-48-8994,850,1,0
614-29-6393,430,9,3
231-42-2913,778,7,1
611-16-6703,589,15,3
620-77-4039,739,15,2
106-50-4572,608,13,4
069-79-5393,628,1,0
219-24-3185,673,2,0
465-96-9785,516,13,1
156-16-9700,544,6,2
152-83-1957,535,12,3
846-05-4705,850,5,1
165-99-1779,850,1,0
,499,10,0
323-42-7519,679,1,0
102-42-7820,685,2,0
047-06-5149,686,8,2
826-37-2835,850,12,1
744-15-7583,754,8,0
111-08-5658,582,9,0
783-88-4005,850,3,1
025-98-8104,572,7,2
275-80-9303,482,2,0
153-93-0172,584,7,2
240-96-7350,564,13,2
699-13-0449,300,8,0
802-69-5069,750,11,0
422-22-7959,551,2,0
578-25-3701,850,2,0
719-39-0239,688,8,0
071-18-1739,736,6,2
246-44-6330,586,5,0
375-75-7146,850,0,0
479-88-4868,850,0,0
781-52-9963,725,2,0
428-49-7208,654,1,0
331-59-7596,571,12,4
568-60-5081,850,15,2
021-92-9310,779,11,0
210-54-6865,472,9,0
497-48-9786,571,13,3
833-07-9518,665,3,1
549-73-0051,384,0,0
363-79-5345,680,8,1
197-52-0091,585,10,2
337-25-0272,691,4,1
230-14-2597,751,9,0
590-51-2830,803,9,1
852-32-9348,641,6,2
,710,6,0
014-61-5297,836,3,0
637-37-7801,573,2,0
212-76-2061,546,12,0
167-34-3961,808,3,1
652-01-0844,848,9,3
302-57-0586,810,8,2
763-37-3602,475,5,0
387-47-3715,663,11,1
724-90-1018,731,10,0
434-95-4458,676,11,2
789-68-4473,629,5,0
455-73-5467,572,12,0
,796,8,1
758-54-1408,393,7,0
325-12-8445,708,14,4
472-08-5798,507,3,1
,636,14,3
305-27-7349,489,7,1
,724,3,1
265-09-5509,650,14,2
627-65-6095,712,12,4
549-20-8166,504,3,1
200-91-2778,850,1,0
430-39-8961,422,13,3
523-07-0053,654,12,0
296-97-5524,739,12,1
254-08-8943,850,5,0
683-86-3311,828,4,1
364-52-6502,767,8,1
871-54-4540,629,15,2
036-15-4662,743,14,2
815-59-7501,782,10,1
,357,7,2
611-71-2240,793,4,1
376-99-2127,737,9,3
,641,1,0
105-40-1211,799,9,1
275-90-2371,504,15,5
797-53-6489,616,0,0
357-38-6666,566,11,2
841-65-3872,501,14,3
818-61-3231,371,14,4
536-37-3274,574,10,2
855-37-9773,588,8,2
536-78-4654,728,0,0
049-30-4114,424,12,1
323-76-0425,664,10,3
261-22-5876,739,1,0
524-11-0168,770,13,1
301-82-3488,576,2,0
525-89-1538,744,11,2
465-85-7947,850,8,1
,732,15,0
891-11-8865,667,0,0
655-12-7880,669,15,2
065-25-4532,850,0,0
628-41-1726,637,1,0
780-19-2521,719,13,3
426-75-9180,516,12,0
636-95-1321,767,13,2
146-97-3139,737,4,0
422-22-2870,598,8,1
333-77-6528,637,15,4
890-37-1040,850,0,0
379-50-1427,518,12,1
182-67-5709,558,15,1
398-11-9685,708,11,0
,612,9,3
753-87-5336,670,12,0
329-99-2549,741,3,1
271-42-7960,757,13,3
895-43-6577,723,2,0
453-48-3379,699,11,1
208-09-8966,478,6,0
764-12-7726,451,12,3
759-95-1241,785,3,1
792-91-4849,771,7,0
193-54-9839,716,5,0
424-56-5291,829,8,1
270-55-1439,707,8,1
024-77-1692,821,5,0
636-86-8763,514,10,2
102-71-0673,504,15,0
853-65-8657,741,5,1
544-43-5134,683,9,3
631-89-4734,812,0,0
414-09-8749,783,4,1
659-91-3530,683,10,1
154-32-8246,807,7,0
128-48-3942,614,11,2
002-87-6343,518,15,1
481-56-6250,659,13,4
367-76-9922,829,8,2
702-24-9057,570,9,2
380-63-8420,519,6,0
295-53-6010,850,5,1
171-27-8395,687,7,1
558-92-8205,550,2,0
534-05-5816,842,6,2
832-84-7013,738,13,1
097-70-3173,850,15,3
836-85-0781,603,9,2
618-71-5739,742,3,0
779-37-5793,602,14,1
499-16-5393,774,14,0
111-55-4622,419,4,0
373-81-1324,763,1,0
360-77-6918,518,5,0
101-21-4631,850,11,3
542-23-6077,716,15,2
585-83-9458,733,5,0
126-34-8336,711,12,4
472-63-2767,802,8,2
727-21-3205,722,15,3
477-07-6283,804,2,0
349-86-6373,669,0,0
178-93-4239,738,8,2
411-91-3674,850,11,1
669-52-8751,700,11,3
477-05-4919,767,8,0
232-80-1224,464,2,0
229-78-6487,594,0,0
697-54-0819,628,15,5
734-59-1578,627,13,0
056-69-3575,566,0,0
801-40-4799,600,12,2
,850,2,0
421-85-8816,440,8,2
582-92-0525,806,7,2
837-68-8665,850,6,2
119-95-7122,758,10,2
761-03-0219,850,2,0
541-88-3217,802,11,0
064-31-4893,714,1,0
812-31-3758,776,15,2
423-09-8678,579,13,4
135-83-1311,542,6,2
151-14-5787,625,9,1
435-92-8363,604,10,0
,695,1,0
641-34-0194,574,8,1
821-80-3059,849,14,3
374-93-8480,706,4,0
749-43-7326,616,13,1
677-51-5105,850,11,1
720-19-7440,639,6,1
226-48-9687,563,5,1
507-93-1241,681,4,0
120-13-1359,521,9,3
171-36-8526,500,14,4
540-34-0266,850,11,1
347-99-6648,713,10,2
725-03-5954,850,13,0
893-10-8389,645,6,1
686-81-3042,670,12,3
530-45-0946,582,12,1
452-73-8418,751,15,3
563-81-6440,677,13,2
685-95-0944,509,0,0
615-27-6180,710,5,0
460-08-9319,802,1,0
171-74-4932,337,15,4
657-10-2017,589,10,3
262-92-0776,721,4,1
124-56-4706,816,15,1
377-75-5596,354,4,1
320-25-5678,761,13,3
593-25-8907,351,7,1
613-61-9670,644,4,1
267-61-8374,662,12,1
601-29-7502,517,14,4
093-97-1602,504,8,0
481-52-2401,850,12,3
472-30-7969,850,13,0
559-19-1400,802,3,1
042-83-1012,672,6,0
630-85-1016,531,2,0
167-46-9189,646,12,2
338-14-4704,620,8,2
005-12-8155,625,7,2
096-17-2328,801,3,1
862-85-6631,738,4,0
631-92-7352,705,14,2
679-05-7511,799,3,0
471-60-3388,523,15,4
693-22-5071,592,13,3
236-30-7094,359,8,0
449-02-8598,850,4,1
464-47-5158,791,13,0
461-37-5333,646,0,0
620-80-2312,818,14,1
,342,12,2
364-17-6691,393,4,0
129-02-9774,551,12,2
045-81-4411,850,6,1
387-71-6432,768,0,0
011-98-6218,581,0,0
020-92-7339,602,2,0
799-33-0091,849,11,3
097-38-6904,850,9,1
606-34-5693,557,3,1
342-80-4562,808,6,1
248-88-4165,468,4,1
536-24-6625,661,5,0
329-07-1141,683,0,0
670-34-6240,689,15,2
586-75-6660,628,15,4
176-37-3186,850,14,2
022-94-5461,577,12,1
556-63-9626,645,9,2
611-66-3930,811,1,0
584-18-8540,706,8,0
424-34-0746,641,3,1
658-95-8444,800,12,0
564-96-4771,652,12,0
865-86-1926,525,5,1
474-20-0983,674,14,1
275-91-1049,499,0,0
388-51-8391,597,3,0
629-03-7764,582,13,0
,732,2,0
070-03-7120,784,5,1
506-93-7126,570,13,4
424-11-6918,690,7,1
731-26-5245,850,4,1
708-89-0767,826,15,3
309-82-2664,536,11,0
511-33-4677,813,7,0
387-48-7140,784,9,2
817-04-5870,703,15,4
486-32-2038,850,15,4
275-77-7332,557,2,0
027-79-6310,633,14,1
548-94-6932,371,4,1
564-79-2707,612,15,5
146-81-0088,723,10,1
627-91-7727,765,15,4
455-30-6117,844,12,1
467-08-7065,674,2,0
302-13-7472,685,6,1
619-31-3665,850,0,0
816-42-9802,712,4,0
325-69-1816,643,13,4
092-55-7587,746,12,1
168-41-8722,599,7,2
264-25-7691,711,15,1
728-66-2563,604,1,0
736-05-7552,684,14,4
689-13-8403,633,5,0
713-50-5280,778,9,0
739-11-0700,766,11,1
039-16-0730,660,6,1
125-10-2274,585,13,0
730-47-9129,574,3,1
428-06-8667,681,12,2
062-04-1100,592,13,1
277-96-6200,650,8,1
574-74-3895,791,5,1
492-58-2054,705,12,0
861-76-8585,655,0,0
601-02-9517,661,14,1
816-25-5640,486,12,1
530-82-1150,679,7,0
372-12-8511,836,14,4
137-08-6524,850,2,0
120-36-7844,711,4,1
,614,10,2
311-01-9143,722,5,0
247-23-3297,819,7,2
004-23-2626,705,7,2
257-34-1704,795,3,1
322-23-1924,735,7,1
453-63-1165,710,11,1
287-87-3077,722,6,2
743-85-2810,724,6,0
196-68-7177,515,15,0
076-15-3615,765,3,0
273-59-1456,599,1,0
671-19-3970,758,14,4
084-49-2035,710,13,0
,849,11,2
440-50-7387,803,0,0
104-02-3926,612,9,2
544-56-0434,577,3,0
705-97-6398,620,14,4
816-94-8811,718,9,0
150-25-9224,737,12,4
744-73-0102,409,11,2
510-89-6848,355,15,0
895-86-1908,850,1,0
823-94-7254,602,12,4
166-60-1873,538,11,3
337-71-6644,739,1,0
271-39-4708,528,1,0
353-35-4125,461,14,0
153-60-0464,626,2,0
535-54-6271,757,9,2
537-22-8186,850,13,0
569-31-1595,825,14,4
849-35-0172,643,4,1
194-83-2850,753,7,0
760-05-7217,850,7,0
705-38-8209,552,2,0
178-34-1145,542,2,0
200-65-5431,406,4,0
608-94-5546,718,7,1
423-09-6918,611,8,2
493-73-9812,507,9,1
307-60-5550,468,5,1
446-98-4870,850,12,2
196-13-2907,509,8,0
538-42-7498,850,0,0
260-61-0489,751,15,4
266-81-9280,495,11,2
397-47-1182,818,10,1
339-83-9215,535,15,2
689-62-1396,850,13,4
872-79-5632,503,5,0
106-68-0836,535,0,0
043-24-8804,454,15,5
403-50-6012,819,6,2
465-02-5027,735,13,3
089-72-8180,850,10,1
464-34-3692,762,6,2
524-56-3918,711,3,0
847-39-5484,613,2,0
849-74-5021,850,1,0
705-93-6889,850,1,0
722-58-5463,798,14,2
478-50-4961,763,4,1
668-28-0195,850,10,3
353-04-0167,733,1,0
322-68-7512,762,13,1
301-58-8274,850,11,1
673-19-7555,826,7,0
407-11-6679,741,3,1
453-16-4734,496,11,1
537-21-8799,817,9,0
373-12-4251,755,0,0
870-37-7593,850,4,1
516-70-2721,469,5,0
150-31-0744,709,15,1
377-10-1989,300,7,2
750-30-6503,473,6,1
585-07-0846,658,1,0
442-79-4307,575,1,0
683-99-6800,795,6,1
747-95-4616,679,1,0
554-35-0405,691,0,0
505-59-5818,780,14,2
085-30-6899,769,2,0
178-73-5263,540,4,1
774-63-9524,843,13,2
758-75-8749,850,12,0
826-93-5737,470,2,0
096-34-9247,786,11,1
371-64-0736,708,8,0
315-94-6872,680,13,4
731-97-0725,377,7,2
639-12-0749,850,2,0
,759,7,2
324-63-5444,559,7,0
514-30-6639,608,2,0
186-18-7623,733,10,1
621-54-4517,815,12,2
686-40-5274,667,1,0
,528,12,4
168-67-9369,561,0,0
432-64-0694,850,0,0
404-85-4236,553,0,0
168-51-6858,592,2,0
368-64-0281,508,5,0
801-48-8072,394,15,4
220-31-2119,466,15,5
208-84-5399,850,0,0
347-21-5341,625,15,5
331-82-3600,631,13,4
369-07-1916,574,5,1
002-16-7930,795,0,0
189-80-7838,850,0,0
843-94-7445,467,2,0
646-81-2523,850,9,2
062-15-5894,549,3,1
115-96-0374,777,5,0
560-32-0515,668,11,2
424-97-8552,735,1,0
218-64-8936,599,5,0
545-80-5227,810,3,0
318-52-8575,850,13,1
169-38-2565,547,15,2
275-51-4597,553,3,1
072-78-5756,389,15,4
088-23-9274,850,15,0
154-02-8976,775,1,0
770-21-1561,573,2,0
,850,12,1
466-88-3131,850,5,0
027-10-9511,655,13,4
,300,1,0
351-05-3114,570,14,2
022-71-4974,850,4,0
372-77-2489,831,11,2
596-52-6202,726,0,0
343-51-7018,624,9,1
265-74-1407,789,9,0
,583,11,1
264-42-6930,568,12,3
318-87-1558,656,13,2
593-48-5086,380,0,0
407-68-2120,811,2,0
736-76-1574,487,11,1
,550,9,2
601-19-9670,624,6,0
519-22-5409,850,2,0
321-91-9046,778,12,1
460-66-5134,703,1,0
438-42-0089,850,11,0
445-82-2202,850,0,0
691-99-7566,482,6,2
077-17-6508,710,1,0
592-18-0173,783,5,0
549-50-9401,652,3,0
591-33-7678,706,13,3
747-47-8336,629,13,2
291-36-9511,820,10,3
624-03-3990,808,2,0
256-32-1286,737,7,1
801-88-7521,647,11,1
310-09-1916,850,2,0
854-43-3270,723,12,2
849-96-0462,698,5,0
,515,2,0
743-82-4679,722,1,0
415-31-4642,803,8,0
149-78-0691,655,0,0
480-27-3473,601,11,2
852-82-5842,796,6,2
738-99-1541,850,6,1
,815,9,1
053-99-5183,472,2,0
193-53-9215,589,11,1
818-32-9872,850,2,0
229-89-3789,653,4,1
844-56-0976,493,8,0
245-01-6186,819,0,0
812-95-5597,621,11,0
682-73-9088,618,8,0
857-01-0392,581,8,0
248-09-5928,675,9,0
571-27-3120,825,13,2
284-97-7286,691,6,1
538-79-8909,611,13,4
693-52-7454,437,11,1
740-78-2863,609,4,0
398-84-7320,656,15,4
861-45-6825,850,1,0
,399,7,1
669-46-5819,838,7,1
781-28-5413,719,7,1
899-99-1930,809,6,2
493-94-2920,628,7,1
110-22-3695,511,10,3
065-43-8375,850,15,5
715-86-4621,619,7,2
045-92-0681,631,10,2
562-98-9914,623,10,1
458-78-8947,486,8,0
020-09-4069,793,15,0
660-24-7016,593,3,0
179-80-5040,688,7,1
333-41-9402,850,10,3
596-91-8827,720,0,0
785-84-4938,827,3,1
860-58-6415,622,3,0
,722,6,0
705-80-8218,528,0,0
233-91-7700,493,10,2
434-84-1485,693,10,2
875-86-9666,300,13,2
,658,13,4
786-69-1388,850,0,0
,589,3,0
026-71-7615,776,15,1
157-03-8469,488,15,2
381-76-2484,659,2,0
675-32-2342,709,10,1
066-07-5692,715,14,3
,451,11,0
,706,7,0
829-27-9804,850,12,0
326-40-1346,549,0,0
777-78-1728,850,14,1
415-23-9112,850,10,2
150-02-3196,850,8,0
278-68-4667,608,1,0
358-95-7175,493,4,0
180-53-4277,850,15,0
735-94-0577,753,8,1
074-74-8366,850,1,0
681-90-3889,850,5,1
489-67-1948,716,1,0
660-36-5478,535,4,1
031-52-0702,627,0,0
299-42-7412,638,11,3
835-81-9700,850,13,4
441-26-7969,415,6,0
063-57-2214,798,13,2
414-21-6306,702,10,0
087-06-1693,747,14,3
231-90-0291,689,2,0
013-82-0310,451,7,1
829-32-8758,722,14,4
413-90-9538,850,2,0
179-23-2853,714,0,0
,531,2,0
506-25-5150,629,6,2
022-57-4277,568,9,1
448-93-4915,761,0,0
216-09-2311,656,11,0
240-51-4668,654,13,1
584-23-7480,850,13,1
259-08-4883,304,9,1
831-78-8317,574,6,2
656-62-7022,745,1,0
787-13-7899,665,9,2
077-81-2908,780,12,4
809-09-7211,493,3,1
728-37-5516,428,0,0
289-74-2970,469,9,0
406-16-5924,664,7,2
168-69-0765,520,12,1
767-95-9860,720,10,0
894-03-6256,747,4,1
513-32-6654,598,15,0
796-56-2900,801,11,3
174-23-0818,663,11,3
667-47-2308,517,13,0
408-56-0634,694,11,3
727-78-2345,777,12,0
459-15-2605,790,6,2
403-56-6312,648,13,0
640-69-2790,736,10,2
627-76-0463,758,10,2
616-67-1655,850,13,1
514-04-9628,850,13,1
875-01-5583,570,2,0
307-70-6817,566,8,2
011-08-3377,811,11,0
175-37-1495,850,12,2
443-21-2877,850,1,0
582-81-0188,687,15,0
590-34-7763,850,3,0
755-16-9623,635,12,2
386-81-7442,733,11,0
202-36-5992,641,12,2
555-47-9465,619,8,2
868-80-5166,674,11,0
172-79-5777,566,11,3
428-10-6731,850,7,1
674-13-3972,414,14,4
601-93-2436,850,15,5
390-23-9550,569,4,0
849-45-9946,598,0,0
603-82-2177,687,6,0
700-44-5580,849,1,0
731-88-3442,424,9,2
216-38-8860,706,10,3
239-67-7138,741,13,4
604-44-5902,647,8,1
750-50-1230,571,6,2
,636,2,0
657-70-1696,647,15,0
087-50-3480,601,14,2
331-65-6144,478,0,0
306-12-2008,668,9,2
,530,7,0
166-15-3142,850,12,4
399-50-6332,787,10,0
623-87-7826,682,6,1
148-04-5936,850,2,0
141-42-8405,698,11,2
773-73-2413,321,5,1
529-98-3025,731,9,2
290-62-3356,320,13,1
459-45-3297,672,8,1
477-75-8715,674,11,1
561-71-9468,712,2,0
649-45-8747,492,0,0
401-09-2523,701,5,1
444-15-0433,455,12,4
459-77-4434,624,7,1
222-89-7424,850,12,2
127-17-5433,529,8,2
301-80-2212,659,11,0
347-42-3968,491,6,2
296-84-3817,477,3,0
378-28-0834,644,15,5
448-83-4298,642,3,0
560-16-8084,702,2,0
105-30-7612,679,9,3
492-56-4985,850,2,0
394-12-3086,791,6,0
684-94-8161,850,9,2
,634,5,0
741-53-2313,818,12,2
885-63-5144,562,10,3
260-02-2115,733,3,1
462-87-5303,708,14,0
341-89-6784,667,4,0
,619,14,1
417-82-6145,452,3,1
234-34-9375,725,5,0
716-86-0702,595,0,0
237-74-2148,713,7,1
882-07-0598,437,12,3
679-56-6186,850,5,1
,744,14,4
103-10-4510,563,11,0
199-98-3101,549,10,0
454-15-3035,850,6,2
521-40-1006,850,4,0
815-97-7850,644,2,0
881-05-7705,664,10,1
790-41-4422,751,12,4
190-02-4237,684,3,0
560-47-7505,564,4,0
899-39-2916,850,9,1
311-74-5251,678,3,1
439-66-0777,637,11,3
209-67-0308,433,14,3
324-23-0229,730,13,1
850-35-3703,690,14,2
744-27-7140,569,13,4
,513,4,1
782-04-6835,623,0,0
326-95-0596,767,5,0
443-54-2987,725,12,1
093-42-7448,530,7,2
627-67-2211,721,3,0
131-95-8748,635,8,1
842-91-2636,822,13,3
002-39-7279,709,0,0
035-36-0152,704,13,4
506-27-3285,712,0,0
543-44-0333,573,8,2
769-52-8689,630,15,0
278-13-9911,612,14,1
454-08-4223,733,1,0
076-34-6550,514,10,3
492-03-2573,300,13,1
256-82-8037,579,0,0
838-39-6883,833,11,3
337-53-6267,403,12,4
778-56-5393,810,2,0
781-95-6086,776,8,2
350-04-2107,621,11,1
280-52-3749,480,13,3
250-60-2283,850,12,1
315-30-0566,731,2,0
702-93-1685,607,7,0
148-71-4554,726,11,1
015-98-6427,792,2,0
438-74-4330,693,11,0
117-61-0775,759,5,1
125-91-8974,621,14,3
314-95-7590,673,13,2
782-17-1788,662,0,0
139-39-5082,539,10,1
795-28-2104,850,10,1
466-07-3741,527,3,0
827-37-3044,760,3,0
449-19-7819,718,14,3
386-71-5609,515,7,0
570-35-5221,649,8,1
